university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Lesley University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,29450,2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cambridge,MA,17,10,2,5,12
Lincoln Memorial University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,24210,1817,Harrogate,TN,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harrogate,TN,17,13,2,6,32
Sam Houston State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,23274,18790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntsville,TX,16,15,1,3,32
University of Memphis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,16764,17383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,TN,15,15,1,4,11
University of New England,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,39820,4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biddeford,ME,16,14,2,6,22
University of North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,15067,9796,Grand Forks,ND,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Forks,ND,16,16,1,4,13
Azusa Pacific University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,41410,4498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azusa,CA,16,14,2,5,21
Baker University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,31600,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baldwin City,KS,17,10,2,4,31
Delaware State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,17294,4131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dover,DE,19,14,1,4,13
Montana State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,26950,14240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bozeman,MT,15,16,1,3,33
Old Dominion University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,31680,19622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norfolk,VA,15,16,1,4,12
Shenandoah University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,34490,2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winchester,VA,17,14,2,5,13
University of North Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,20793,14550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacksonville,FL,16,15,1,4,11
University of the Incarnate Word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,33100,5081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Antonio,TX,17,12,2,5,11
Western Michigan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,17591,16554,Kalamazoo,MI,0.06,National,NA,NA,NA,L,Public,Kalamazoo,NA,1001-1200,High,1144,16,1664,NA,NA,NA,NA,NA,NA,Kalamazoo,MI,16,16,1,4,13
Campbell University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,38160,3720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buies Creek,NC,17,13,2,5,31
Florida Atlantic University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,21655,25562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,Public,4-year,30805,Boca Raton,FL,16,15,1,4,13
Gardner-Webb University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,31960,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boiling Springs,NC,17,11,2,5,32
Louisiana Tech University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,19548,10013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruston,LA,16,13,1,4,32
Regent University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,18820,4539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virginia Beach,VA,17,12,2,5,11
Dallas Baptist University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,33620,2874,Dallas,TX,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dallas,TX,17,14,2,5,11
East Tennessee State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,27406,10705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson City,TN,16,16,1,4,13
Long Island University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,39920,10403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brookville,NY,16,13,2,5,21
Marshall University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,19606,8771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntington,WV,16,13,1,4,13
Middle Tennessee State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,29584,19188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Murfreesboro,TN,16,15,1,3,12
Northern Arizona University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,26642,25230,NA,NA,NA,NA,NA,NA,NA,L,Public,Flagstaff,NA,1001-1200,High,1158,22,1162,NA,NA,AZ,Public,4-year,29566,Flagstaff,AZ,16,16,1,4,13
Portland State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,23769,18959,NA,NA,NA,NA,NA,NA,NA,L,Public,Portland,NA,1001-1200,Very High,1091,17,1230,NA,NA,NA,NA,NA,NA,Portland,OR,16,15,1,4,11
South Dakota State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,12809,9976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brookings,SD,16,14,1,3,33
University of Hawaii at Hilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,20798,2671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hilo,HI,17,10,1,4,33
Andrews University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,31008,1708,Berrien Springs,MI,0.18,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berrien Springs,MI,17,11,2,5,31
Arkansas State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,16070,8486,State University,AR,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jonesboro,AR,16,13,1,4,13
Augusta University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,24210,5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Augusta,GA,16,12,1,5,12
Aurora University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,25600,4104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aurora,IL,17,12,2,5,21
Barry University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,30014,3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami,FL,17,13,2,5,21
Benedictine University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,34290,2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lisle,IL,18,9,2,5,21
Boise State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,24988,20788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boise,ID,16,15,1,4,12
Cardinal Stritch University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,34762,1068,Milwaukee,WI,0.21,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Milwaukee,WI,17,7,2,5,21
Carson-Newman University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,31320,1722,Jefferson City,TN,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jefferson City,TN,17,11,2,4,23
Clark Atlanta University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,24430,3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlanta,GA,16,14,2,4,11
Cleveland State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,16480,11245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland,OH,16,15,1,4,11
Eastern Michigan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,14090,13572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ypsilanti,MI,16,16,1,4,21
Ferris State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,13290,9929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Rapids,MI,17,13,1,4,32
Georgia Southern University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,21396,23469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Statesboro,GA,16,16,1,3,32
Grand Canyon University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,17800,58997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ,PrivFp,4-year,103427,Phoenix,AZ,17,15,2,5,11
Husson University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,20430,2677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangor,ME,17,10,2,4,13
Idaho State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,24494,10353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pocatello,ID,16,12,1,4,13
Indiana State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,20570,8939,NA,NA,NA,NA,NA,NA,NA,M,Public,Terre Haute,NA,1201,High,537,18,340,NA,NA,NA,NA,NA,NA,Terre Haute,IN,17,13,1,4,13
Jackson State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,9445,4668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jackson,MS,16,14,1,4,12
Kennesaw State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,21616,37390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA,Public,4-year,41181,Kennesaw,GA,16,15,1,3,21
Lamar University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,22826,8555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beaumont,TX,17,13,1,5,12
Liberty University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,24910,47988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,PrivNp,4-year,93349,Lynchburg,VA,17,15,2,5,13
Lindenwood University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,18640,4822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Charles,MO,18,14,2,4,13
Mary Baldwin University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,31085,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Staunton,VA,17,11,2,5,13
Metropolitan State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,15673,6770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Paul,MN,19,12,1,4,11
Mississippi College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,20302,2757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clinton,MS,17,14,2,5,21
Morgan State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,18480,6270,Baltimore,MD,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltimore,MD,16,13,1,4,11
National Louis University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,11325,3604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago,IL,17,12,2,5,11
Northern Illinois University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,12478,12277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dekalb,IL,16,16,1,4,23
Northern Kentucky University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,20448,11507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Highland Heights,KY,17,15,1,4,21
Oakland University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,24708,15100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rochester Hills,MI,16,15,1,4,21
Our Lady of the Lake University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,29926,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Antonio,TX,17,10,2,6,11
Palm Beach Atlantic University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,34136,2916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Palm Beach,FL,17,11,2,4,12
Roosevelt University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,31493,2997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago,IL,17,13,2,5,11
Spalding University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,25975,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Louisville,KY,18,10,2,5,11
Tennessee State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,21910,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nashville,TN,16,14,1,4,11
Texas Southern University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,21443,5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Houston,TX,16,13,1,4,11
Texas State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,24091,33193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,Public,4-year,37812,San Marcos,TX,16,15,1,4,13
Texas Wesleyan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,33408,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Worth,TX,17,10,2,5,11
Texas Woman's University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,22474,10656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denton,TX,17,15,1,5,12
Trevecca Nazarene University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,26898,2095,Nashville,TN,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nashville,TN,17,13,2,6,11
University of Arkansas at Little Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,18957,7006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Little Rock,AR,16,12,1,5,12
University of Bridgeport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,-1,3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridgeport,CT,17,13,2,5,12
University of Central Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,16433,8615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conway,AR,17,13,1,4,13
University of Charleston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,31400,2115,Charleston,WV,0.07,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charleston,WV,17,10,2,5,13
University of Louisiana at Lafayette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,24110,14020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lafayette,LA,15,16,1,4,12
University of Mary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,20628,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bismarck,ND,17,11,2,5,41
University of Maryland Eastern Shore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,18968,2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Princess Anne,MD,16,11,1,4,31
University of New Orleans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,16762,6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Orleans,LA,16,13,1,4,11
University of Northern Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,22496,8494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greeley,CO,17,13,1,4,12
University of South Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,20840,9050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mobile,AL,16,16,1,5,12
University of Southern Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,11160,11451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hattiesburg,MS,15,16,1,4,13
University of the Cumberlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,9875,3874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Williamsburg,KY,17,13,2,6,33
University of Toledo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,20818,14406,Toledo,OH,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toledo,OH,16,16,1,4,11
University of West Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,21432,10331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carrollton,GA,17,13,1,4,31
Valdosta State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,17638,9570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valdosta,GA,17,13,1,4,13
Washburn University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,19876,5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Topeka,KS,19,12,1,4,12
Western Kentucky University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,26496,15286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bowling Green,KY,17,16,1,3,13
Wichita State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,18166,12406,Wichita,KS,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wichita,KS,16,15,1,4,11
William Carey University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,14100,3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hattiesburg,MS,17,13,2,5,13
William Woods University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,25930,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fulton,MO,17,11,2,5,32
Wilmington University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,11750,9230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Castle,DE,17,12,2,5,21
Wingate University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,40170,2683,Wingate,NC,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wingate,NC,17,14,2,4,21
Oral Roberts University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tulsa,OK,0.15,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tulsa,OK,19,14,2,4,11
Suffolk University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,0.15,National,Boston,MA,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,17,13,2,5,11
Marymount University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arlington,VA,0.14,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arlington,VA,17,10,2,5,12
Saint Leo University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Leo,FL,0.14,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saint Leo,FL,17,12,2,5,23
University of Illinois Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Champaign,IL,0.13,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Champaign,IL,15,16,1,5,13
St. Thomas University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami Gardens,FL,0.11,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami Gardens,FL,17,13,2,6,21
The Pennsylvania State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University Park,PA,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,Public,4-year,89816,University Park,PA,15,16,1,4,13
Walsh University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Canton,OH,0.08,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Canton,OH,17,11,2,4,21
Briar Cliff University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sioux City,IA,0.07,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sioux City,IA,17,8,2,4,13
Oakland City University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oakland City,IN,0.07,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oakland City,IN,17,8,2,4,32
San Francisco State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco,CA,0.07,National,San Francisco,CA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Francisco,CA,16,15,1,4,11
